,State,Year,month,sa_no,DelimID,AC_No,Position,Cand1,Sex1,Party1,Votes1,Age,Cand_Type,Valid_Votes,Electors,AC_Name,AC_Type,District_Name,Sub_Region,N_Cand,Turnout,Vote_Sh,Deposit_Lost,Margin_Percent,Jati,Caste_Rec,Rel,New.Caste,Old_Jati,ENOP,Caste
13347,Gujarat,2012,2,12,4,65,1,AMRUTIYA KANTILAL SHIVABHAI,M,BJP,77386,50.0,GEN,161173,161183,MORVI,GEN,JAMNAGAR,SAURASHTRA,8,99.99,48.01,no,1.71,,,HINDU,,,2.27,
13355,Gujarat,2012,2,12,4,66,1,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,BJP,63630,61.0,GEN,149985,150173,TANKARA,GEN,DEVBHOOMI DWARKA,SAURASHTRA,13,99.87,42.42,no,10.27,,,,,,3.23,
13368,Gujarat,2012,2,12,4,67,1,PEERZADA MAHMAD JAVID ABDUL MUTLEEB,M,INC,59038,64.0,GEN,151710,152380,WANKANER,GEN,DEVBHOOMI DWARKA,SAURASHTRA,8,99.56,38.92,no,3.5,6 MUSLIM,MUSLIM,MUSLIM,,,3.12,MUSLIM
13376,Gujarat,2012,2,12,4,68,1,RAJGURU INDRANIL SANJAYBHAI,M,INC,60877,46.0,GEN,145037,145066,RAJKOT EAST,GEN,DEVBHOOMI DWARKA,SAURASHTRA,7,99.98,41.97,no,2.95,,,,,,2.86,
13384,Gujarat,2012,2,12,4,69,1,VAJUBHAI RUDABHAI VALA,M,BJP,90405,74.0,GEN,166891,166970,RAJKOT WEST,GEN,PORBANDAR,SAURASHTRA,13,99.95,54.17,no,14.97,,,,,,2.27,
13396,Gujarat,2012,2,12,4,70,1,GOVIND PATEL,M,BJP,77308,62.0,GEN,136857,136938,RAJKOT SOUTH,GEN,PORBANDAR,SAURASHTRA,5,99.94,56.49,no,20.81,,,,,,2.22,
13403,Gujarat,2012,2,12,4,71,1,BHANUBEN MANOHARBHAI BABARIYA,F,BJP,57753,37.0,SC,149564,149565,RAJKOT RURAL,SC,PORBANDAR,SAURASHTRA,8,100.0,38.61,no,7.67,,,,,,3.23,
13408,Gujarat,2012,2,12,4,72,1,GOHEL BHOLABHAI BHIKHABHAI,M,INC,78055,37.0,GEN,164403,164457,JASDAN,GEN,JUNAGADH,SAURASHTRA,16,99.97,47.48,no,6.6,,,,,,2.5,
13423,Gujarat,2012,2,12,4,73,1,JADEJA JAYRAJSINH TEMUBHA,M,BJP,79709,49.0,GEN,148315,148369,GONDAL,GEN,JUNAGADH,SAURASHTRA,6,99.96,53.74,no,13.33,,,,,,2.22,
13441,Gujarat,2012,2,12,4,74,1,RADADIYA JAYESHBHAI VITTHALBHAI,M,INC,85827,30.0,GEN,169938,169988,JETPUR,GEN,JUNAGADH,SAURASHTRA,19,99.97,50.5,no,10.61,,,,,,2.38,
13448,Gujarat,2012,2,12,4,75,1,RADADIYA VITHALBHAI HANSRAJBHAI,M,INC,76189,54.0,GEN,163974,164045,DHORAJI,GEN,JUNAGADH,SAURASHTRA,17,99.96,46.46,no,1.79,,,,,,2.38,
13466,Gujarat,2012,2,12,4,76,1,CHAVDA MEGHJIBHAI AMARABHAI,M,BJP,49027,50.0,SC,134420,134442,KALAWAD,SC,SOMNATH,SAURASHTRA,7,99.98,36.47,no,4.55,,,,,,3.45,
13473,Gujarat,2012,2,12,4,77,1,RAGHAVJIBHAI HANSRAJBHAI PATEL,M,INC,60499,53.0,GEN,135167,135227,JAMNAGAR RURAL,GEN,SOMNATH,SAURASHTRA,16,99.96,44.76,no,2.44,,,,,,2.63,
13491,Gujarat,2012,2,12,4,78,1,JADEJA DHARMENDRASINH MERUBHA (HAKUBHA JADEJA),M,INC,61642,40.0,GEN,121977,122001,JAMNAGAR NORTH,GEN,AMRELI,SAURASHTRA,13,99.98,50.54,no,7.75,,,,,,2.27,
13504,Gujarat,2012,2,12,4,79,1,TRIVEDI VASUBEN NARENDRABHAI,F,BJP,55894,63.0,GEN,121079,121128,JAMNAGAR SOUTH,GEN,AMRELI,SAURASHTRA,14,99.96,46.16,no,2.36,,,,,,2.5,
13516,Gujarat,2012,2,12,4,80,1,SHAPRIYA CHIMANBHAI DHARAMSHIBHAI,M,BJP,75395,57.0,GEN,135969,136031,JAMJODHPUR,GEN,AMRELI,SAURASHTRA,10,99.95,55.45,no,20.73,,,,,,2.33,
13529,Gujarat,2012,2,12,4,81,1,POONAMBEN HEMATBHAI MADAM,F,BJP,79087,38.0,GEN,157764,157837,KHAMBHALIA,GEN,AMRELI,SAURASHTRA,17,99.95,50.13,no,24.33,,,,,,2.94,
13556,Gujarat,2012,2,12,4,82,1,PABUBHA VIRAMBHA MANEK,M,BJP,70062,56.0,GEN,148349,148381,DWARKA,GEN,BHAVNAGAR,SAURASHTRA,16,99.98,47.23,no,3.79,,,,,,2.38,
13558,Gujarat,2012,2,12,4,83,1,BABUBHAI BHIMABHAI BOKHIRIA,M,BJP,77604,59.0,GEN,145957,146019,PORBANDAR,GEN,BHAVNAGAR,SAURASHTRA,8,99.96,53.17,no,11.75,,,,,,2.22,
13570,Gujarat,2012,2,12,4,84,1,KANDHAL SARMANBHAI JADEJA,M,NCP,61416,40.0,GEN,115272,115350,KUTIYANA,GEN,BHAVNAGAR,SAURASHTRA,12,99.93,53.28,no,16.03,,,,,,2.38,
13579,Gujarat,2012,2,12,4,85,1,CHAVDA JAWAHARBHAI PETHALAJIBHAI,M,INC,72879,48.0,GEN,159097,159135,MANAVADAR,GEN,BHAVNAGAR,SAURASHTRA,9,99.98,45.81,no,2.77,,,,,,2.5,
13588,Gujarat,2012,2,12,4,86,1,MASHRU MAHENDRABHAI LILADHARBHAI,M,BJP,66669,66.0,GEN,143449,143695,JUNAGADH,GEN,BHAVNAGAR,SAURASHTRA,11,99.83,46.48,no,9.62,,,,,,2.7,
13599,Gujarat,2012,2,12,4,87,1,KESHUBHAI SAVDASBHAI PATEL,M,GPP,85967,84.0,GEN,148721,148736,VISAVADAR,GEN,BHAVNAGAR,SAURASHTRA,12,99.99,57.8,no,28.37,,,,,,2.33,
13613,Gujarat,2012,2,12,4,88,1,ARVINDBHAI KESHAVBHAI LADANI,M,BJP,53772,49.0,GEN,133830,134039,KESHOD,GEN,BHAVNAGAR,SAURASHTRA,9,99.84,40.18,no,5.93,,,HINDU,,,3.12,
13622,Gujarat,2012,2,12,4,89,1,CHUDASAMA RAJESHBHAI NARANBHAI,M,BJP,68452,30.0,GEN,128475,128541,MANGROL,GEN,BOTAD,SAURASHTRA,8,99.95,53.28,no,12.23,,,,,,2.22,
13630,Gujarat,2012,2,12,4,90,1,BARAD JASHUBHAI DHANABHAI,M,INC,56701,63.0,GEN,157760,157925,SOMNATH,GEN,BOTAD,SAURASHTRA,14,99.9,35.94,no,1.33,,,,,,3.12,
13644,Gujarat,2012,2,12,4,91,1,JASHUBHAI DHANABHAI BARAD,M,INC,62722,57.0,GEN,141098,141184,TALALA,GEN,ANAND,SAURASHTRA,6,99.94,44.45,no,1.05,,,,,,2.5,
13653,Gujarat,2012,2,12,4,92,1,SOLANKI JETHABHAI DANABHAI,M,BJP,63319,56.0,SC,129722,129761,KODINAR,SC,ANAND,SAURASHTRA,8,99.97,48.81,no,6.53,,,,,,2.38,
13657,Gujarat,2012,2,12,4,93,1,VANSH PUNJABHAI BHIMABHAI,M,INC,69824,52.0,GEN,148065,148211,UNA,GEN,ANAND,SAURASHTRA,6,99.9,47.16,no,5.07,,,,,,2.5,
13662,Gujarat,2012,2,12,4,94,1,KOTADIYA NALINBHAI NANJIBHAI,M,GPP,41516,52.0,GEN,130626,130687,DHARI,GEN,ANAND,SAURASHTRA,10,99.95,31.78,no,1.21,,,,,,3.57,
13682,Gujarat,2012,2,12,4,95,1,PARESH DHANANI,M,INC,86583,36.0,GEN,170007,170143,AMRELI,GEN,ANAND,SAURASHTRA,12,99.92,50.93,no,17.58,,,,,,2.63,
13684,Gujarat,2012,2,12,4,96,1,BAVKUBHAI NATHABHAI UNDHAD,M,INC,48793,54.0,GEN,130604,130661,LATHI,GEN,KHEDA,SAURASHTRA,10,99.96,37.36,no,2.12,,,,,,3.45,
13694,Gujarat,2012,2,12,4,97,1,VAGHASIYA VALLABHBHAI VASHARAMBHAI (V.V.VAGHASIYA),M,BJP,37246,58.0,GEN,131496,131505,SAVARKUNDLA,GEN,KHEDA,SAURASHTRA,9,99.99,28.32,no,1.81,,,,,,3.7,
13703,Gujarat,2012,2,12,4,98,1,SOLANKI HIRABHAI ODHAVJIBHAI,M,BJP,75447,48.0,GEN,148859,148961,RAJULA,GEN,KHEDA,SAURASHTRA,10,99.93,50.68,no,12.57,,,,,,2.38,
13712,Gujarat,2012,2,12,4,99,1,MAKWANA BHAVANABEN RAGHAVBHAI,F,BJP,57498,36.0,GEN,121606,121740,MAHUVA,GEN,KHEDA,SAURASHTRA,6,99.89,47.28,no,23.31,,,,,,2.94,
13720,Gujarat,2012,2,12,4,100,1,SHYAL BHARTIBEN DHIRUBHAI,F,BJP,66357,48.0,GEN,126910,127036,TALAJA,GEN,KHEDA,SAURASHTRA,8,99.9,52.29,no,25.88,,,,,,2.7,
13727,Gujarat,2012,2,12,4,101,1,KESHUBHAI HIRJIBHAI NAKARANI,M,BJP,53377,55.0,GEN,119298,119310,GARIADHAR,GEN,KHEDA,SAURASHTRA,15,99.99,44.74,no,13.44,,,,,,3.03,
13743,Gujarat,2012,2,12,4,102,1,RATHOD PRAVINBHAI JINABHAI,M,INC,69396,47.0,GEN,158361,158462,PALITANA,GEN,MAHISAGAR,SAURASHTRA,6,99.94,43.82,no,9.05,,,,,,3.03,
13758,Gujarat,2012,2,12,4,103,1,PARSHOTTAMBHAI ODHAVJIBHAI SOLANKI,M,BJP,83980,51.0,GEN,168619,168688,BHAVNAGAR RURAL,GEN,MAHISAGAR,SAURASHTRA,14,99.96,49.8,no,11.0,,,,,,2.44,
13765,Gujarat,2012,2,12,4,104,1,DAVE VIBHAVARIBEN VIJAYBHAI (VIBHABEN DAVE),F,BJP,85375,53.0,GEN,144327,144642,BHAVNAGAR EAST,GEN,PANCHMAHAL,SAURASHTRA,10,99.78,59.15,no,27.37,,,,,,2.22,
13771,Gujarat,2012,2,12,4,105,1,JITENDRABHAI SAVJIBHAI VAGHANI (JITU VAGHANI),M,BJP,92584,42.0,GEN,138875,139070,BHAVNAGAR WEST,GEN,PANCHMAHAL,SAURASHTRA,13,99.86,66.67,no,38.81,,,,,,1.92,
13784,Gujarat,2012,2,12,4,106,1,ATMARAM MAKANBHAI PARMAR,M,BJP,64053,59.0,SC,145193,145273,GADHADA,SC,PANCHMAHAL,SAURASHTRA,10,99.94,44.12,no,6.26,,,HINDU,,,2.86,
13796,Gujarat,2012,2,12,4,107,1,MANIYA THAKARSHIBHAI DEVJIBHAI,M,BJP,86184,59.0,GEN,177821,177874,BOTAD,GEN,DAHOD,SAURASHTRA,13,99.97,48.47,no,5.63,,,,,,2.44,
13807,Gujarat,2012,2,12,4,108,1,SANJAYKUMAR RAMANBHAI PATEL,M,BJP,74761,42.0,GEN,143068,143234,KHAMBHAT,GEN,DAHOD,SAURASHTRA,4,99.88,52.26,no,10.75,,,,,,2.27,
13811,Gujarat,2012,2,12,4,109,1,PARMAR RAJENDRASINH DHIRSINH,M,INC,83621,44.0,GEN,155683,155875,BORSAD,GEN,DAHOD,SAURASHTRA,6,99.88,53.71,no,13.51,,,,,,2.22,
13821,Gujarat,2012,2,12,4,110,1,AMIT CHAVDA,M,INC,81575,35.0,GEN,140950,140957,ANKLAV,GEN,DAHOD,SAURASHTRA,6,100.0,57.88,no,21.51,,,HINDU,,,2.13,
13824,Gujarat,2012,2,12,4,111,1,JAYANTBHAI RAMANBHAI PATEL (BOSKEY),M,NCP,67363,52.0,GEN,161424,161434,UMRETH,GEN,VADODARA,AHMEDABAD RURAL,11,99.99,41.73,no,0.86,,,,,,2.78,
13837,Gujarat,2012,2,12,4,112,1,DILIPBHAI MANIBHAI PATEL,M,BJP,82956,57.0,GEN,171347,171360,ANAND,GEN,VADODARA,AHMEDABAD RURAL,9,99.99,48.41,no,0.58,,,,,,2.17,
13843,Gujarat,2012,2,12,4,113,1,NIRANJAN PURSOTTAMDAS PATEL,M,INC,77312,69.0,GEN,150606,150670,PETLAD,GEN,CHHOTA UDAIPUR,AHMEDABAD RURAL,6,99.96,51.33,no,8.1,,,HINDU,,,2.22,
13853,Gujarat,2012,2,12,4,114,1,PARMAR PUNAMBHAI MADHABHAI,M,INC,65210,50.0,GEN,138314,138376,SOJITRA,GEN,CHHOTA UDAIPUR,AHMEDABAD RURAL,7,99.96,47.15,no,0.12,,,,,,2.27,
13856,Gujarat,2012,2,12,4,115,1,CHAUHAN DEVUSINH JESINGBHAI,M,BJP,71021,47.0,GEN,152631,152785,MATAR,GEN,VADODARA,AHMEDABAD RURAL,9,99.9,46.53,no,4.25,,,,,,2.44,
13873,Gujarat,2012,2,12,4,116,1,DESAI PANKAJKUMAR VINUBHAI (GOTIYO),M,BJP,75335,51.0,GEN,151214,151683,NADIAD,GEN,VADODARA,AHMEDABAD RURAL,12,99.69,49.82,no,4.36,,,,,,2.17,
13879,Gujarat,2012,2,12,4,117,1,GAUTAMBHAI RAVJIBHAI CHAUHAN,M,INC,68767,50.0,GEN,152065,152076,MEHMEDABAD,GEN,VADODARA,AHMEDABAD RURAL,5,99.99,45.22,no,2.75,,,,,,2.56,
13885,Gujarat,2012,2,12,4,118,1,THAKOR NATVARSINH FULSINH,M,INC,58373,69.0,GEN,138270,139068,MAHUDHA,GEN,VADODARA,AHMEDABAD RURAL,8,99.43,42.22,no,9.57,,,,,,3.03,
13893,Gujarat,2012,2,12,4,119,1,PARMAR RAMSINH PRABHATBHAI,M,INC,78226,67.0,GEN,162705,163275,THASRA,GEN,VADODARA,AHMEDABAD RURAL,8,99.65,48.08,no,3.38,,,,,,2.33,
13901,Gujarat,2012,2,12,4,120,1,SHANKERSINH VAGHELA (BAPU),M,INC,88641,72.0,GEN,182267,182529,KAPADVANJ,GEN,VADODARA,AHMEDABAD RURAL,6,99.86,48.63,no,3.62,,,,,,2.27,
13908,Gujarat,2012,2,12,4,121,1,CHAUHAN MANSINH KOHYABHAI,M,INC,87088,61.0,GEN,173402,173668,BALASINOR,GEN,VADODARA,AHMEDABAD RURAL,10,99.85,50.22,no,9.9,,,,,,2.44,
13915,Gujarat,2012,2,12,4,122,1,HIRABHAI HARIBHAI PATEL,M,INC,72814,68.0,GEN,161844,161900,LUNAVADA,GEN,VADODARA,AHMEDABAD RURAL,7,99.97,44.99,no,2.29,,,,,,2.63,
13925,Gujarat,2012,2,12,4,123,1,DAMOR GENDALBHAI MOTIBHAI,M,INC,68026,61.0,ST,127484,127590,SANTRAMPUR,ST,VADODARA,AHMEDABAD RURAL,6,99.92,53.36,no,20.12,,,,,,2.56,
13932,Gujarat,2012,2,12,4,124,1,AHIR (BHARWAD) JETHABHAI GHELABHAI,M,BJP,76468,62.0,GEN,154365,154493,SHEHRA,GEN,VADODARA,AHMEDABAD RURAL,8,99.92,49.54,no,18.61,,,HINDU,,,2.78,
13937,Gujarat,2012,2,12,4,125,1,KHANT SAVITABEN VECHATBHAI,F,INC,56886,52.0,ST,120498,120680,MORVA HADAF,ST,NARMADA,CENTRAL GUJARAT,6,99.85,47.21,no,9.37,,,,,,2.7,
13946,Gujarat,2012,2,12,4,126,1,C.K. RAULJI,M,INC,73367,58.0,GEN,159481,159711,GODHRA,GEN,NARMADA,CENTRAL GUJARAT,8,99.86,46.0,no,1.8,,,,,,2.38,
13956,Gujarat,2012,2,12,4,127,1,RATHOD ARVINDSINH DAMSINH,M,BJP,69275,54.0,GEN,154672,154741,KALOL,GEN,NARMADA,CENTRAL GUJARAT,10,99.96,44.79,no,19.43,,,,,,3.33,
13959,Gujarat,2012,2,12,4,128,1,PARMAR JAYDRATHSINHJI CHANDRASINHJI,M,BJP,93854,48.0,GEN,168840,168907,HALOL,GEN,BHARUCH,CENTRAL GUJARAT,4,99.96,55.59,no,19.67,,,,,,2.27,
13965,Gujarat,2012,2,12,4,129,1,KATARA  RAMESHBHAI BHURABHAI,M,BJP,57828,37.0,ST,120951,120973,FATEPURA,ST,BHARUCH,CENTRAL GUJARAT,3,99.98,47.81,no,5.18,,,,,,2.38,
13966,Gujarat,2012,2,12,4,130,1,GARASIYA MITESHBHAI KALABHAI,M,INC,78077,48.0,ST,132298,132455,JHALOD,ST,BHARUCH,CENTRAL GUJARAT,6,99.88,59.02,no,30.29,,,,,,2.33,
13974,Gujarat,2012,2,12,4,131,1,BHABHOR JASWANTSINH SUMANBHAI,M,BJP,67219,46.0,ST,134065,134082,LIMKHEDA,ST,BHARUCH,CENTRAL GUJARAT,6,99.99,50.14,no,11.44,,,,,,2.5,
13978,Gujarat,2012,2,12,4,132,1,PANADA VAJESINGBHAI PARSINGBHAI,M,INC,73956,51.0,ST,133953,133976,DAHOD,ST,BHARUCH,CENTRAL GUJARAT,7,99.98,55.21,no,29.52,,,,,,2.5,
13990,Gujarat,2012,2,12,4,133,1,BARIYA CHANDRIKABEN CHHAGANBHAI,F,INC,69295,48.0,ST,120436,120446,GARBADA,ST,BHARUCH,CENTRAL GUJARAT,6,99.99,57.54,no,29.7,,,,,,2.44,
13992,Gujarat,2012,2,12,4,134,1,KHABAD BACHUBHAI MAGANBHAI,M,BJP,113582,57.0,GEN,160665,160930,DEVGADH BARIA,GEN,BHARUCH,CENTRAL GUJARAT,7,99.84,70.69,no,52.13,,,,,,1.85,
14003,Gujarat,2012,2,12,4,135,1,INAMDAR KETANBHAI MAHENDRABHAI,M,IND,62849,34.0,GEN,145772,145825,SAVLI,GEN,SURAT,SOUTH GUJARAT,11,99.96,43.11,no,13.94,,,,,,2.63,
14009,Gujarat,2012,2,12,4,136,1,SHRIVASTAV MADHUBHAI BABUBHAI,M,BJP,65851,61.0,GEN,154746,154760,VAGHODIA,GEN,SURAT,SOUTH GUJARAT,7,99.99,42.55,no,3.74,,,,,,2.78,
14020,Gujarat,2012,2,12,4,137,1,RATHWA MOHANSINH CHHOTUBHAI,M,INC,65043,68.0,ST,147787,147911,CHHOTA UDAIPUR,ST,SURAT,SOUTH GUJARAT,6,99.92,44.01,no,1.56,,,,,,2.7,
14024,Gujarat,2012,2,12,4,138,1,RATHAVA JAYANTIBHAI SAVAJIBHAI,M,BJP,61966,39.0,ST,157099,157127,JETPUR-I,ST,SURAT,SOUTH GUJARAT,8,99.98,39.44,no,2.72,,,,,,3.12,
14032,Gujarat,2012,2,12,4,139,1,BHIL DHIRUBHAI CHUNILAL,M,INC,80579,60.0,ST,173119,173162,SANKHEDA,ST,SURAT,SOUTH GUJARAT,5,99.98,46.55,no,0.84,,,,,,2.33,
14037,Gujarat,2012,2,12,4,140,1,BALKRISHNABHAI NARANBHAI PATEL,M,BJP,70833,56.0,GEN,143912,143972,DABHOI,GEN,SURAT,SOUTH GUJARAT,7,99.96,49.22,no,3.56,,,,,,2.22,
14042,Gujarat,2012,2,12,4,141,1,VAKIL MANISHA RAJIVBHAI,F,BJP,103700,37.0,SC,161941,161972,VADODARA CITY,SC,SURAT,SOUTH GUJARAT,7,99.98,64.04,no,32.04,,,,,,1.96,
14054,Gujarat,2012,2,12,4,142,1,SUKHADIYA JITENDRA RATILAL SUKHADIYA,M,BJP,107358,66.0,GEN,161616,162016,SAYAJIGANJ,GEN,SURAT,SOUTH GUJARAT,10,99.75,66.43,no,36.03,,,,,,1.89,
14061,Gujarat,2012,2,12,4,143,1,SAURABH PATEL,M,BJP,95554,54.0,GEN,147802,147945,AKOTA,GEN,SURAT,SOUTH GUJARAT,10,99.9,64.65,no,33.74,2 PATIDAR,IC,HINDU,,,1.92,IC
14074,Gujarat,2012,2,12,4,144,1,RAJENDRA TRIVEDI (RAJUBHAI VAKIL),M,BJP,99263,58.0,GEN,162348,162471,RAOPURA,GEN,SURAT,SOUTH GUJARAT,8,99.92,61.14,no,25.58,,,,,,2.0,
14077,Gujarat,2012,2,12,4,145,1,YOGESH PATEL,M,BJP,92642,66.0,GEN,137473,137601,MANJALPUR,GEN,SURAT,SOUTH GUJARAT,8,99.91,67.39,no,37.67,,,HINDU,,,1.85,
14085,Gujarat,2012,2,12,4,146,1,DINESHBHAI BALUBHAI PATEL (DINUMAMA),M,BJP,75227,54.0,GEN,156776,156826,PADRA,GEN,SURAT,SOUTH GUJARAT,9,99.97,47.98,no,2.75,,,,,,2.33,
14094,Gujarat,2012,2,12,4,147,1,SATISHBHAI MOTIBHAI PATEL,M,BJP,68225,48.0,GEN,141371,141375,KARANJ,GEN,SURAT,SOUTH GUJARAT,11,100.0,48.26,no,2.47,,,,,,2.27,
14111,Gujarat,2012,2,12,4,148,1,TADVI SHABDASHARAN BHAILALBHAI,M,BJP,79580,47.0,ST,158587,158709,NANDOD,ST,SURAT,SOUTH GUJARAT,9,99.92,50.18,no,9.92,,,,,,2.44,
14115,Gujarat,2012,2,12,4,149,1,MOTILAL PUNIABHAI VASAVA,M,BJP,56471,49.0,ST,152422,152442,DEDIAPADA,ST,SURAT,SOUTH GUJARAT,10,99.99,37.05,no,1.68,,,,,,3.33,
14124,Gujarat,2012,2,12,4,150,1,CHHATRASINHJI PUJABHAI MORI,M,BJP,74864,56.0,GEN,145117,145453,JAMBUSAR,GEN,SURAT,SOUTH GUJARAT,8,99.77,51.59,no,12.91,,,,,,2.38,
14135,Gujarat,2012,2,12,4,151,1,ARUNSINH AJITSINH RANA,M,BJP,68512,54.0,GEN,133903,133990,VAGRA,GEN,SURAT,SOUTH GUJARAT,9,99.94,51.17,no,10.69,,,HINDU,,,2.38,
14144,Gujarat,2012,2,12,4,152,1,VASAVA CHHOTUBHAI AMARASINHBHAI,M,JD(U),66622,67.0,ST,170110,170149,JHAGADIA,ST,SURAT,SOUTH GUJARAT,5,99.98,39.16,no,7.82,,,,,,3.33,
14148,Gujarat,2012,2,12,4,153,1,DUSHYANTBHAI RAJNIKANT PATEL,M,BJP,92219,47.0,GEN,154995,155377,BHARUCH,GEN,TAPI,SOUTH GUJARAT,11,99.75,59.5,no,23.99,,,,,,2.08,
14157,Gujarat,2012,2,12,4,154,1,ISHWARSINH THAKORBHAI PATEL,M,BJP,82645,47.0,GEN,143256,143338,ANKLESHWAR,GEN,TAPI,SOUTH GUJARAT,9,99.94,57.69,no,21.95,,,,,,2.17,
14177,Gujarat,2012,2,12,4,155,1,MUKESHBHAI ZINABHAI PATEL,M,BJP,106805,42.0,GEN,192100,192373,OLPAD,GEN,DANG,SOUTH GUJARAT,14,99.86,55.6,no,19.29,,,,,,2.27,
14181,Gujarat,2012,2,12,4,156,1,VASAVA GANPATSINH VESTABHAI,M,BJP,79255,40.0,ST,140327,140452,MANGROL-I,ST,NAVSARI,SOUTH GUJARAT,5,99.91,56.48,no,22.17,,,,,,2.27,
14185,Gujarat,2012,2,12,4,157,1,VASAVA PRABUBHAI NAGARBHAI,M,INC,83298,42.0,ST,167248,167536,MANDVI-I,ST,NAVSARI,SOUTH GUJARAT,7,99.83,49.81,no,14.59,,,,,,2.63,
14194,Gujarat,2012,2,12,4,158,1,PANSHERIYA PRAFULBHAI CHHAGANBHAI,M,BJP,126032,41.0,GEN,219877,219970,KAMREJ,GEN,NAVSARI,SOUTH GUJARAT,8,99.96,57.32,no,27.91,,,,,,2.33,
14202,Gujarat,2012,2,12,4,159,1,GILITWALA RANJITBHAI MANGUBHAI,M,BJP,72649,66.0,GEN,136079,136079,SURAT CITY EAST,GEN,VALSAD,SOUTH GUJARAT,16,100.0,53.39,no,11.6,,,,,,2.17,
14216,Gujarat,2012,2,12,4,160,1,CHOKSI AJAYKUMAR  JASHVANTLAL,M,BJP,59690,56.0,GEN,103329,103330,SURAT CITY NORTH,GEN,VALSAD,SOUTH GUJARAT,16,100.0,57.77,no,21.32,,,,,,2.17,
14236,Gujarat,2012,2,12,4,161,1,KANANI KISHORBHAI SHIVABHAI (KUMAR),M,BJP,68529,50.0,GEN,127385,127420,VARACHHA ROAD,GEN,VALSAD,SOUTH GUJARAT,5,99.97,53.8,no,15.98,,,,,,2.33,
14238,Gujarat,2012,2,12,4,162,1,KACHHADIYA JANAKBHAI MANJIBHAI,M,BJP,65696,44.0,GEN,93169,93192,KARANJ-I,GEN,SURAT,SOUTH GUJARAT,5,99.98,70.51,no,53.06,,,,,,1.85,
14251,Gujarat,2012,2,12,4,163,1,PATIL SANGITABEN RAJENDRABHAI,F,BJP,79744,37.0,GEN,150268,150298,LIMBAYAT,GEN,SURAT,SOUTH GUJARAT,20,99.98,53.07,no,20.18,,,,,,2.5,
14262,Gujarat,2012,2,12,4,164,1,NAROTTAMBHAI PATEL,M,BJP,74946,76.0,GEN,129445,129518,UDHNA,GEN,SURAT,SOUTH GUJARAT,8,99.94,57.9,no,25.3,,,HINDU,,,2.22,
14272,Gujarat,2012,2,12,4,165,1,SANGHVI HARSH RAMESHKUMAR,M,BJP,103577,27.0,GEN,140715,140849,MAJURA,GEN,SURAT,SOUTH GUJARAT,7,99.9,73.61,no,50.85,,,,,,1.69,
14279,Gujarat,2012,2,12,4,166,1,VANANI NANUBHAI BHAGWANBHAI (NANUBHAI PATEL),M,BJP,88604,56.0,GEN,165854,165887,KATARGAM,GEN,SURAT,SOUTH GUJARAT,9,99.98,53.42,no,26.09,,,,,,2.56,
14287,Gujarat,2012,2,12,4,167,1,KISHORBHAI RATILAL VANKAWALA,M,BJP,99099,67.0,GEN,133337,133445,SURAT CITY WEST,GEN,SURAT,SOUTH GUJARAT,6,99.92,74.32,no,52.3,,,,,,1.67,
14292,Gujarat,2012,2,12,4,168,1,RAJENDRABHAI PARABHUBHAI PATEL (RAJABHAI),M,BJP,119917,57.0,GEN,191338,191519,CHORASI,GEN,SURAT,SOUTH GUJARAT,14,99.91,62.67,no,35.35,,,,,,2.17,
14307,Gujarat,2012,2,12,4,169,1,PARMAR ISHWARBHAI ALIAS ANILBHAI RAMANBHAI,M,BJP,81049,41.0,SC,149274,149369,BARDOLI,SC,SURAT,SOUTH GUJARAT,6,99.94,54.3,no,14.92,,,,,,2.22,
14314,Gujarat,2012,2,12,4,170,1,DHODIYA MOHANBHAI DHANJIBHAI,M,BJP,74161,55.0,ST,155482,155568,MAHUVA-I,ST,SURAT,SOUTH GUJARAT,7,99.94,47.7,no,7.52,,,,,,2.5,
14319,Gujarat,2012,2,12,4,171,1,PUNABHAI DHEDABHAI GAMIT,M,INC,73138,54.0,ST,149542,149663,VYARA,ST,TAPI,SOUTH GUJARAT,10,99.92,48.91,no,9.07,,,,,,2.44,
14329,Gujarat,2012,2,12,4,172,1,GAMIT KANTILALBHAI RESHMABHAI,M,BJP,90191,60.0,ST,192618,192810,NIJHAR,ST,TAPI,SOUTH GUJARAT,9,99.9,46.82,no,5.15,,,,,,2.56,
14344,Gujarat,2012,2,12,4,173,1,GAVIT MANGALBHAI GANGAJIBHAI,M,INC,45637,52.0,ST,100702,100773,DANGS,ST,DANG,SOUTH GUJARAT,7,99.93,45.32,no,2.41,,,,,,2.56,
14348,Gujarat,2012,2,12,4,174,1,R.C. PATEL,M,BJP,76797,53.0,GEN,143952,144051,JALALPORE,GEN,NAVSARI,SOUTH GUJARAT,5,99.93,53.35,no,12.41,,,HINDU,,,2.22,
14350,Gujarat,2012,2,12,4,175,1,DESAI PIYUSHBHAI DINKARBHAI,M,BJP,81601,52.0,GEN,156345,156493,NAVSARI,GEN,NAVSARI,SOUTH GUJARAT,9,99.91,52.19,no,10.22,,,,,,2.22,
14361,Gujarat,2012,2,12,4,176,1,MANGUBHAI CHHAGANBHAI PATEL,M,BJP,104417,68.0,ST,190977,191002,GANDEVI,ST,NAVSARI,SOUTH GUJARAT,4,99.99,54.68,no,13.71,,,,,,2.13,
